site_category,model,cpu,ram_spec,storage_spec,configuration,price_inr,compare_at_price_inr,discount_pct,url,handle
Heavy Work,CoreX (AMD Ryzen 9 5900HX),AMD Ryzen™ 9 5900HX,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Black / 32GB DDR4 3200MHz (16*2) / 128GB M.2 + Win 11 Pro,54499,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc,corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc
Heavy Work,CoreX (AMD Ryzen 9 5900HX),AMD Ryzen™ 9 5900HX,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Black / 32GB DDR4 3200MHz (16*2) / 256GB M.2 + Win 11 Pro,55499,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc,corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc
Heavy Work,CoreX (AMD Ryzen 9 5900HX),AMD Ryzen™ 9 5900HX,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Black / 32GB DDR4 3200MHz (16*2) / 512GB M.2 NVME + Win 11 Pro,57499,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc,corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc
Heavy Work,CoreX (AMD Ryzen 9 5900HX),AMD Ryzen™ 9 5900HX,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Black / 32GB DDR4 3200MHz (16*2) / 1TB M.2 NVME + Win 11 Pro,63499,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc,corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc
Heavy Work,CoreX (AMD Ryzen 9 5900HX),AMD Ryzen™ 9 5900HX,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Silver / 0GB / 0GB,33999,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc,corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc
Heavy Work,CoreX (AMD Ryzen 9 5900HX),AMD Ryzen™ 9 5900HX,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Silver / 8GB DDR4 3200MHz / 128GB M.2 + Win 11 Pro,39999,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc,corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc
Heavy Work,CoreX (AMD Ryzen 9 5900HX),AMD Ryzen™ 9 5900HX,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Silver / 8GB DDR4 3200MHz / 256GB M.2 + Win 11 Pro,40999,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc,corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc
Heavy Work,CoreX (AMD Ryzen 9 5900HX),AMD Ryzen™ 9 5900HX,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Silver / 8GB DDR4 3200MHz / 512GB M.2 NVME + Win 11 Pro,43999,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc,corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc
Heavy Work,CoreX (AMD Ryzen 9 5900HX),AMD Ryzen™ 9 5900HX,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Silver / 8GB DDR4 3200MHz / 1TB M.2 NVME + Win 11 Pro,49999,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc,corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc
Heavy Work,CoreX (AMD Ryzen 9 5900HX),AMD Ryzen™ 9 5900HX,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Silver / 16GB DDR4 3200MHz / 128GB M.2 + Win 11 Pro,44499,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc,corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc
Heavy Work,CoreX (AMD Ryzen 9 5900HX),AMD Ryzen™ 9 5900HX,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Silver / 16GB DDR4 3200MHz / 256GB M.2 + Win 11 Pro,45499,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc,corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc
Heavy Work,CoreX (AMD Ryzen 9 5900HX),AMD Ryzen™ 9 5900HX,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Silver / 16GB DDR4 3200MHz / 512GB M.2 NVME + Win 11 Pro,48499,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc,corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc
Heavy Work,CoreX (AMD Ryzen 9 5900HX),AMD Ryzen™ 9 5900HX,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Silver / 16GB DDR4 3200MHz / 1TB M.2 NVME + Win 11 Pro,54499,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc,corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc
Heavy Work,CoreX (AMD Ryzen 9 5900HX),AMD Ryzen™ 9 5900HX,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Silver / 32GB DDR4 3200MHz (16*2) / 128GB M.2 + Win 11 Pro,54499,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc,corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc
Heavy Work,CoreX (AMD Ryzen 9 5900HX),AMD Ryzen™ 9 5900HX,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Silver / 32GB DDR4 3200MHz (16*2) / 256GB M.2 + Win 11 Pro,55499,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc,corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc
Heavy Work,CoreX (AMD Ryzen 9 5900HX),AMD Ryzen™ 9 5900HX,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Silver / 32GB DDR4 3200MHz (16*2) / 512GB M.2 NVME + Win 11 Pro,57499,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc,corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc
Heavy Work,CoreX (AMD Ryzen 9 5900HX),AMD Ryzen™ 9 5900HX,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Silver / 32GB DDR4 3200MHz (16*2) / 1TB M.2 NVME + Win 11 Pro,63499,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc,corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc
Heavy Work,Dragon (AMD Ryzen 5 5600U),AMD Ryzen™ 5 5600U (TSMC 7nm),Dual-Channel DDR4 SODIMM 3200 MHz — up to 64 GB,,0GB / 0GB,27999,99999,72%,https://www.electroniksindia.com/products/skullsaints-dragon-ryzen-5-5600u-colorful-mini-pc,skullsaints-dragon-ryzen-5-5600u-colorful-mini-pc
Heavy Work,Dragon (AMD Ryzen 5 5600U),AMD Ryzen™ 5 5600U (TSMC 7nm),Dual-Channel DDR4 SODIMM 3200 MHz — up to 64 GB,,8GB DDR4 3200MHz / 128GB M.2 2280 + Win 11 Pro,35999,,,https://www.electroniksindia.com/products/skullsaints-dragon-ryzen-5-5600u-colorful-mini-pc,skullsaints-dragon-ryzen-5-5600u-colorful-mini-pc
Heavy Work,Dragon (AMD Ryzen 5 5600U),AMD Ryzen™ 5 5600U (TSMC 7nm),Dual-Channel DDR4 SODIMM 3200 MHz — up to 64 GB,,8GB DDR4 3200MHz / 256GB M.2 2280 + Win 11 Pro,37999,99999,62%,https://www.electroniksindia.com/products/skullsaints-dragon-ryzen-5-5600u-colorful-mini-pc,skullsaints-dragon-ryzen-5-5600u-colorful-mini-pc
Heavy Work,Dragon (AMD Ryzen 5 5600U),AMD Ryzen™ 5 5600U (TSMC 7nm),Dual-Channel DDR4 SODIMM 3200 MHz — up to 64 GB,,8GB DDR4 3200MHz / 512GB M.2 2280 + Win 11 Pro,41999,99999,58%,https://www.electroniksindia.com/products/skullsaints-dragon-ryzen-5-5600u-colorful-mini-pc,skullsaints-dragon-ryzen-5-5600u-colorful-mini-pc
Heavy Work,Dragon (AMD Ryzen 5 5600U),AMD Ryzen™ 5 5600U (TSMC 7nm),Dual-Channel DDR4 SODIMM 3200 MHz — up to 64 GB,,16GB DDR4 3200MHz / 128GB M.2 2280 + Win 11 Pro,38999,99999,61%,https://www.electroniksindia.com/products/skullsaints-dragon-ryzen-5-5600u-colorful-mini-pc,skullsaints-dragon-ryzen-5-5600u-colorful-mini-pc
Heavy Work,Dragon (AMD Ryzen 5 5600U),AMD Ryzen™ 5 5600U (TSMC 7nm),Dual-Channel DDR4 SODIMM 3200 MHz — up to 64 GB,,16GB DDR4 3200MHz / 256GB M.2 2280 + Win 11 Pro,40999,99999,59%,https://www.electroniksindia.com/products/skullsaints-dragon-ryzen-5-5600u-colorful-mini-pc,skullsaints-dragon-ryzen-5-5600u-colorful-mini-pc
Heavy Work,Dragon (AMD Ryzen 5 5600U),AMD Ryzen™ 5 5600U (TSMC 7nm),Dual-Channel DDR4 SODIMM 3200 MHz — up to 64 GB,,16GB DDR4 3200MHz / 512GB M.2 2280 + Win 11 Pro,44999,99999,55%,https://www.electroniksindia.com/products/skullsaints-dragon-ryzen-5-5600u-colorful-mini-pc,skullsaints-dragon-ryzen-5-5600u-colorful-mini-pc
Heavy Work,"Jupiter (Intel Core Ultra 5 135H, 14th Gen)",Intel® Core Ultra 5 135H,Dual DDR5 SO-DIMM — up to 64 GB,1 × M.2 2280 SATA/NVMe PCIe 4.0 (up to 4 TB),Barebone,47999,69999,31%,https://www.electroniksindia.com/products/jupiter-by-skullsaints-intel-core-ultra-5-135h-14-cores-18-threads-arc-graphics-ddr5-pcie-4-0-wi-fi-6-bluetooth-5-2-ai-optimized-mini-pc,jupiter-by-skullsaints-intel-core-ultra-5-135h-14-cores-18-threads-arc-graphics-ddr5-pcie-4-0-wi-fi-6-bluetooth-5-2-ai-optimized-mini-pc
Heavy Work,"Jupiter (Intel Core Ultra 5 135H, 14th Gen)",Intel® Core Ultra 5 135H,Dual DDR5 SO-DIMM — up to 64 GB,1 × M.2 2280 SATA/NVMe PCIe 4.0 (up to 4 TB),16GB DDR5 + 512GB M.2 NVME + Win 11 Pro,79999,69999,,https://www.electroniksindia.com/products/jupiter-by-skullsaints-intel-core-ultra-5-135h-14-cores-18-threads-arc-graphics-ddr5-pcie-4-0-wi-fi-6-bluetooth-5-2-ai-optimized-mini-pc,jupiter-by-skullsaints-intel-core-ultra-5-135h-14-cores-18-threads-arc-graphics-ddr5-pcie-4-0-wi-fi-6-bluetooth-5-2-ai-optimized-mini-pc
Heavy Work,"Jupiter (Intel Core Ultra 5 135H, 14th Gen)",Intel® Core Ultra 5 135H,Dual DDR5 SO-DIMM — up to 64 GB,1 × M.2 2280 SATA/NVMe PCIe 4.0 (up to 4 TB),32GB DDR5 + 1TB M.2 NVME + Win 11 Pro,104999,69999,,https://www.electroniksindia.com/products/jupiter-by-skullsaints-intel-core-ultra-5-135h-14-cores-18-threads-arc-graphics-ddr5-pcie-4-0-wi-fi-6-bluetooth-5-2-ai-optimized-mini-pc,jupiter-by-skullsaints-intel-core-ultra-5-135h-14-cores-18-threads-arc-graphics-ddr5-pcie-4-0-wi-fi-6-bluetooth-5-2-ai-optimized-mini-pc
Extreme Power,CoreX Pro Max (AMD Ryzen 7 7840HS),AMD Ryzen™ 7 7840HS (Zen 4),32GB LPDDR5 6400MHz (Non-expandable),2 × M.2 2280 NVMe (Supports up to 8TB total),32GB LPDDR5 6400MHz / 0GB,84999,129000,34%,https://www.electroniksindia.com/products/corex-pro-max-by-skullsaints-amd-ryzen-7-7840hs-radeon-780m-graphics-32gb-lpddr5-6400mhz-ram-upto-8tb-storage-usb4-8k-support-2-5g-lan-wi-fi-6-bt5-2-and-quad-display-support,corex-pro-max-by-skullsaints-amd-ryzen-7-7840hs-radeon-780m-graphics-32gb-lpddr5-6400mhz-ram-upto-8tb-storage-usb4-8k-support-2-5g-lan-wi-fi-6-bt5-2-and-quad-display-support
Extreme Power,CoreX Pro Max (AMD Ryzen 7 7840HS),AMD Ryzen™ 7 7840HS (Zen 4),32GB LPDDR5 6400MHz (Non-expandable),2 × M.2 2280 NVMe (Supports up to 8TB total),32GB LPDDR5 6400MHz / 128GB M.2 NVME + Win 11 Pro,86999,129000,33%,https://www.electroniksindia.com/products/corex-pro-max-by-skullsaints-amd-ryzen-7-7840hs-radeon-780m-graphics-32gb-lpddr5-6400mhz-ram-upto-8tb-storage-usb4-8k-support-2-5g-lan-wi-fi-6-bt5-2-and-quad-display-support,corex-pro-max-by-skullsaints-amd-ryzen-7-7840hs-radeon-780m-graphics-32gb-lpddr5-6400mhz-ram-upto-8tb-storage-usb4-8k-support-2-5g-lan-wi-fi-6-bt5-2-and-quad-display-support
Extreme Power,CoreX Pro Max (AMD Ryzen 7 7840HS),AMD Ryzen™ 7 7840HS (Zen 4),32GB LPDDR5 6400MHz (Non-expandable),2 × M.2 2280 NVMe (Supports up to 8TB total),32GB LPDDR5 6400MHz / 256GB M.2 NVME + Win 11 Pro,88999,129000,31%,https://www.electroniksindia.com/products/corex-pro-max-by-skullsaints-amd-ryzen-7-7840hs-radeon-780m-graphics-32gb-lpddr5-6400mhz-ram-upto-8tb-storage-usb4-8k-support-2-5g-lan-wi-fi-6-bt5-2-and-quad-display-support,corex-pro-max-by-skullsaints-amd-ryzen-7-7840hs-radeon-780m-graphics-32gb-lpddr5-6400mhz-ram-upto-8tb-storage-usb4-8k-support-2-5g-lan-wi-fi-6-bt5-2-and-quad-display-support
Extreme Power,CoreX Pro Max (AMD Ryzen 7 7840HS),AMD Ryzen™ 7 7840HS (Zen 4),32GB LPDDR5 6400MHz (Non-expandable),2 × M.2 2280 NVMe (Supports up to 8TB total),32GB LPDDR5 6400MHz / 512GB M.2 NVME + Win 11 Pro,92999,129000,28%,https://www.electroniksindia.com/products/corex-pro-max-by-skullsaints-amd-ryzen-7-7840hs-radeon-780m-graphics-32gb-lpddr5-6400mhz-ram-upto-8tb-storage-usb4-8k-support-2-5g-lan-wi-fi-6-bt5-2-and-quad-display-support,corex-pro-max-by-skullsaints-amd-ryzen-7-7840hs-radeon-780m-graphics-32gb-lpddr5-6400mhz-ram-upto-8tb-storage-usb4-8k-support-2-5g-lan-wi-fi-6-bt5-2-and-quad-display-support
Extreme Power,CoreX Pro Max (AMD Ryzen 7 7840HS),AMD Ryzen™ 7 7840HS (Zen 4),32GB LPDDR5 6400MHz (Non-expandable),2 × M.2 2280 NVMe (Supports up to 8TB total),32GB LPDDR5 6400MHz / 1TB M.2 NVME + Win 11 Pro,99500,129000,23%,https://www.electroniksindia.com/products/corex-pro-max-by-skullsaints-amd-ryzen-7-7840hs-radeon-780m-graphics-32gb-lpddr5-6400mhz-ram-upto-8tb-storage-usb4-8k-support-2-5g-lan-wi-fi-6-bt5-2-and-quad-display-support,corex-pro-max-by-skullsaints-amd-ryzen-7-7840hs-radeon-780m-graphics-32gb-lpddr5-6400mhz-ram-upto-8tb-storage-usb4-8k-support-2-5g-lan-wi-fi-6-bt5-2-and-quad-display-support
Extreme Power,Fury (AMD Ryzen 7 7840HS),AMD Ryzen™ 7 7840HS,Dual DDR5 SO-DIMM 5600 MHz — up to 256 GB,2 × M.2 2280 NVMe (up to 4 TB each),0GB / 0GB,49999,129000,61%,https://www.electroniksindia.com/products/fury-by-skullsaints-compact-mini-pc-with-amd-ryzen-7840hs-radeon-780m-graphics-usb4-8k-support-dual-2-5g-lan-and-wi-fi-6-bt5-2-triple-display,fury-by-skullsaints-compact-mini-pc-with-amd-ryzen-7840hs-radeon-780m-graphics-usb4-8k-support-dual-2-5g-lan-and-wi-fi-6-bt5-2-triple-display
Extreme Power,Fury (AMD Ryzen 7 7840HS),AMD Ryzen™ 7 7840HS,Dual DDR5 SO-DIMM 5600 MHz — up to 256 GB,2 × M.2 2280 NVMe (up to 4 TB each),16GB DDR5 4800MHz / 512GB M.2 NVMe + Win 11 Pro,79999,129000,38%,https://www.electroniksindia.com/products/fury-by-skullsaints-compact-mini-pc-with-amd-ryzen-7840hs-radeon-780m-graphics-usb4-8k-support-dual-2-5g-lan-and-wi-fi-6-bt5-2-triple-display,fury-by-skullsaints-compact-mini-pc-with-amd-ryzen-7840hs-radeon-780m-graphics-usb4-8k-support-dual-2-5g-lan-and-wi-fi-6-bt5-2-triple-display
Extreme Power,Fury (AMD Ryzen 7 7840HS),AMD Ryzen™ 7 7840HS,Dual DDR5 SO-DIMM 5600 MHz — up to 256 GB,2 × M.2 2280 NVMe (up to 4 TB each),16GB DDR5 4800MHz / 1TB M.2 NVMe + Win 11 Pro,85999,129000,33%,https://www.electroniksindia.com/products/fury-by-skullsaints-compact-mini-pc-with-amd-ryzen-7840hs-radeon-780m-graphics-usb4-8k-support-dual-2-5g-lan-and-wi-fi-6-bt5-2-triple-display,fury-by-skullsaints-compact-mini-pc-with-amd-ryzen-7840hs-radeon-780m-graphics-usb4-8k-support-dual-2-5g-lan-and-wi-fi-6-bt5-2-triple-display
Extreme Power,Fury (AMD Ryzen 7 7840HS),AMD Ryzen™ 7 7840HS,Dual DDR5 SO-DIMM 5600 MHz — up to 256 GB,2 × M.2 2280 NVMe (up to 4 TB each),32GB DDR5 4800MHz / 512GB M.2 NVMe + Win 11 Pro,93499,129000,28%,https://www.electroniksindia.com/products/fury-by-skullsaints-compact-mini-pc-with-amd-ryzen-7840hs-radeon-780m-graphics-usb4-8k-support-dual-2-5g-lan-and-wi-fi-6-bt5-2-triple-display,fury-by-skullsaints-compact-mini-pc-with-amd-ryzen-7840hs-radeon-780m-graphics-usb4-8k-support-dual-2-5g-lan-and-wi-fi-6-bt5-2-triple-display
Extreme Power,Fury (AMD Ryzen 7 7840HS),AMD Ryzen™ 7 7840HS,Dual DDR5 SO-DIMM 5600 MHz — up to 256 GB,2 × M.2 2280 NVMe (up to 4 TB each),32GB DDR5 4800MHz / 1TB M.2 NVMe + Win 11 Pro,99499,129000,23%,https://www.electroniksindia.com/products/fury-by-skullsaints-compact-mini-pc-with-amd-ryzen-7840hs-radeon-780m-graphics-usb4-8k-support-dual-2-5g-lan-and-wi-fi-6-bt5-2-triple-display,fury-by-skullsaints-compact-mini-pc-with-amd-ryzen-7840hs-radeon-780m-graphics-usb4-8k-support-dual-2-5g-lan-and-wi-fi-6-bt5-2-triple-display
Extreme Power,Fury (AMD Ryzen 7 7840HS),AMD Ryzen™ 7 7840HS,Dual DDR5 SO-DIMM 5600 MHz — up to 256 GB,2 × M.2 2280 NVMe (up to 4 TB each),32GB DDR5 5600MHz / 512GB M.2 NVMe + Win 11 Pro,93500,129000,28%,https://www.electroniksindia.com/products/fury-by-skullsaints-compact-mini-pc-with-amd-ryzen-7840hs-radeon-780m-graphics-usb4-8k-support-dual-2-5g-lan-and-wi-fi-6-bt5-2-triple-display,fury-by-skullsaints-compact-mini-pc-with-amd-ryzen-7840hs-radeon-780m-graphics-usb4-8k-support-dual-2-5g-lan-and-wi-fi-6-bt5-2-triple-display
Extreme Power,Fury (AMD Ryzen 7 7840HS),AMD Ryzen™ 7 7840HS,Dual DDR5 SO-DIMM 5600 MHz — up to 256 GB,2 × M.2 2280 NVMe (up to 4 TB each),32GB DDR5 5600MHz / 1TB M.2 NVMe + Win 11 Pro,99500,129000,23%,https://www.electroniksindia.com/products/fury-by-skullsaints-compact-mini-pc-with-amd-ryzen-7840hs-radeon-780m-graphics-usb4-8k-support-dual-2-5g-lan-and-wi-fi-6-bt5-2-triple-display,fury-by-skullsaints-compact-mini-pc-with-amd-ryzen-7840hs-radeon-780m-graphics-usb4-8k-support-dual-2-5g-lan-and-wi-fi-6-bt5-2-triple-display
Extreme Power,"Fury-X (AMD Ryzen 7 7840HS, OCuLink)",AMD Ryzen™ 7 7840HS (Zen4),Dual DDR5 SO-DIMM 5600 MHz — up to 64 GB,2 × M.2 2280 NVMe PCIe 4.0 (up to 4 TB per slot),0GB / 0GB,46999,129000,64%,https://www.electroniksindia.com/products/fury-x-by-skullsaints-amd-ryzen-7840hs-radeon-780m-graphics-usb4-8k-support-dual-2-5g-lan-and-wi-fi-6e-bt5-3-triple-display-with-oculink-port,fury-x-by-skullsaints-amd-ryzen-7840hs-radeon-780m-graphics-usb4-8k-support-dual-2-5g-lan-and-wi-fi-6e-bt5-3-triple-display-with-oculink-port
Extreme Power,"Fury-X (AMD Ryzen 7 7840HS, OCuLink)",AMD Ryzen™ 7 7840HS (Zen4),Dual DDR5 SO-DIMM 5600 MHz — up to 64 GB,2 × M.2 2280 NVMe PCIe 4.0 (up to 4 TB per slot),16GB DDR5 5600MHz / 512GB M.2 NVMe + Win 11 Pro,74999,129000,42%,https://www.electroniksindia.com/products/fury-x-by-skullsaints-amd-ryzen-7840hs-radeon-780m-graphics-usb4-8k-support-dual-2-5g-lan-and-wi-fi-6e-bt5-3-triple-display-with-oculink-port,fury-x-by-skullsaints-amd-ryzen-7840hs-radeon-780m-graphics-usb4-8k-support-dual-2-5g-lan-and-wi-fi-6e-bt5-3-triple-display-with-oculink-port
Extreme Power,"Fury-X (AMD Ryzen 7 7840HS, OCuLink)",AMD Ryzen™ 7 7840HS (Zen4),Dual DDR5 SO-DIMM 5600 MHz — up to 64 GB,2 × M.2 2280 NVMe PCIe 4.0 (up to 4 TB per slot),16GB DDR5 5600MHz / 1TB M.2 NVMe + Win 11 Pro,79999,129000,38%,https://www.electroniksindia.com/products/fury-x-by-skullsaints-amd-ryzen-7840hs-radeon-780m-graphics-usb4-8k-support-dual-2-5g-lan-and-wi-fi-6e-bt5-3-triple-display-with-oculink-port,fury-x-by-skullsaints-amd-ryzen-7840hs-radeon-780m-graphics-usb4-8k-support-dual-2-5g-lan-and-wi-fi-6e-bt5-3-triple-display-with-oculink-port
Extreme Power,"Fury-X (AMD Ryzen 7 7840HS, OCuLink)",AMD Ryzen™ 7 7840HS (Zen4),Dual DDR5 SO-DIMM 5600 MHz — up to 64 GB,2 × M.2 2280 NVMe PCIe 4.0 (up to 4 TB per slot),32GB DDR5 5600MHz / 512GB M.2 NVMe + Win 11 Pro,89999,129000,30%,https://www.electroniksindia.com/products/fury-x-by-skullsaints-amd-ryzen-7840hs-radeon-780m-graphics-usb4-8k-support-dual-2-5g-lan-and-wi-fi-6e-bt5-3-triple-display-with-oculink-port,fury-x-by-skullsaints-amd-ryzen-7840hs-radeon-780m-graphics-usb4-8k-support-dual-2-5g-lan-and-wi-fi-6e-bt5-3-triple-display-with-oculink-port
Extreme Power,"Fury-X (AMD Ryzen 7 7840HS, OCuLink)",AMD Ryzen™ 7 7840HS (Zen4),Dual DDR5 SO-DIMM 5600 MHz — up to 64 GB,2 × M.2 2280 NVMe PCIe 4.0 (up to 4 TB per slot),32GB DDR5 5600MHz / 1TB M.2 NVMe + Win 11 Pro,94999,129000,26%,https://www.electroniksindia.com/products/fury-x-by-skullsaints-amd-ryzen-7840hs-radeon-780m-graphics-usb4-8k-support-dual-2-5g-lan-and-wi-fi-6e-bt5-3-triple-display-with-oculink-port,fury-x-by-skullsaints-amd-ryzen-7840hs-radeon-780m-graphics-usb4-8k-support-dual-2-5g-lan-and-wi-fi-6e-bt5-3-triple-display-with-oculink-port
Extreme Power,CoreX Pro (AMD Ryzen 7 6800H),AMD Ryzen™ 7 6800H,24 GB LPDDR5 6400 MHz (non-expandable),2 × M.2 (2242 + 2280) SATA & NVMe (up to 4 TB),Black / 16GB LPDDR5 6400MHz / 0GB,41999,39999,,https://www.electroniksindia.com/products/corex-pro-by-skullsaints-powered-by-ryzen-7-6800h-24gb-lpddr5-6400mhz-usb-4-0-2-5gbps-lan-wi-fi-6e-bt-5-3-triple-display-ai-mini-pc,corex-pro-by-skullsaints-powered-by-ryzen-7-6800h-24gb-lpddr5-6400mhz-usb-4-0-2-5gbps-lan-wi-fi-6e-bt-5-3-triple-display-ai-mini-pc
